Name,Date,Rating,Review
David,4 June 2021,5,"Great story for all ages. Covers the importance of true love between two individuals regardless of gender, and also reinforces the importance of voting to effect positive change in your community.
"
Jon Repp,22 March 2018,1,"Wonderful story and beautifully illustrated. I’m going to donate to our local library so more can enjoy it.
"
Sharon Sanita,tates 🇺🇸 on 24 August 2018,5,"This is the great American novel.  The Stinkbug sounds like a total closet case.  The message is great for children, being different is great, the diversity of our country is an asset.
"
D. Stafford,tates 🇺🇸 on 16 May 2018,5,"I love Last Week Tonight with John Oliver and I am more than happy to have purchased this book! I love the message it sends and happy to give to some great causes! ❤️🧡💛💚💙💜🐰👏🏼
"
Nivedita Nair,tates 🇺🇸 on 21 March 2018,5,"The best book ever and much better than that stupid book with the similar name by the really stupid stinkbug masquerading as a vice president. Marlon Bundo for Vice President!
"
Kindle Customer,tates 🇺🇸 on 25 April 2018,5,"Sweet story with a great message about love, tolerance and respect for others’ differences. Already a favorite in our household! It’s never too early to start teaching our kids about equality!
"
Danielle,tates 🇺🇸 on 22 March 2018,5,"My kids and I love this book! So heartfelt. A very timely and important message on love and acceptance. Hopefully the stink bug finds his own boy stink bug and his hatred lessens.
"
Reviewer X,tates 🇺🇸 on 9 June 2018,5,"this is the sweetest story!! we purchased multiple copies for each of our nieces & nephews to enjoy! plus who doesn't love to piss off Mike Pence in the process?!
"
Rika, 27 March 2019,5,"Love, love, love!!! ""Everyone is different. And different is not bad, different is special."" What a wonderful message to give to children. I know many adults who never got that message....
"
me,n 19 March 2018,5,"It's a fun story, particularly if you're the sort who eats his/her sandwich backwards. I have yet to see any young child get bent out of shape by who Marlon loves.
"
Pamela V.,tates 🇺🇸 on 22 May 2018,5,"I’ve waited weeks to get my book because it was back ordered and I finally got it today! It was wonderful! Thank you to everyone involved. You’ve done a fantastic job.
"
Amazon Customer,tates 🇺🇸 on 8 May 2018,5,"Teaches love, tolerance, friendship and democracy. And that being different is great. From John Oliver, who we love, benefits an important cause and sticks it to Mike Pence. Yay!
"
Emilie G. ,une 2021,5,"Love, love, love!  All our friends got copies.  Ours is proudly displayed in our living room cabinet.  Thank you so much - on so many level!
"
Dee,March 2018,1,"What a sweet, beautifully drawn and heartfelt book. I originally bought it just to stick it to Mick Pence, however, the book is surprisingly wonderful and the money all goes to the Trevor Project to help young people in the LGBTQ community. Its honestly about time. Well Done Mr Oliver.
"
Kristin,tates on 24 April 2018,5,"Even though this was written to spoof the Pence book, it is a really sweet story about love, acceptance and standing up for yourself.  Hooray for this Marlon Bundo story!
"
Kristin,tates on 24 August 2019,5,"Basically the best purchase of my year. A sweet, heart-warming love story that happens to stick it to the VP and support some great causes. What's not to love?
"
Julia Strange, October 2018,5,"I love this book because it teaches a lesson.  A very valuable lesson.  We are all people.  Love is love.  Everyone needs love.
"
Nivedita Nair, December 2018,5,"This was such a sweet and cute book!  I read it to my significant other over deserts, and it was adorable (especially the Very Good Dog!), well drawn, sweet... <3
"
Kindle Customer,tates on 31 March 2020,5,"It was born in satire. But this is a Marlon Bundo for the ages. Children, and their adults, will treasure John Oliver's tale of Marlon Bundo. The double punchline at the end? Priceless!
"
Magzilla, August 2018,5,"Adorable book about celebrating the differences in life. Very good and a quick read. The illustrations are well done and also very cute.
"
Jennifer Hoddevik,tates on 3 April 2018,5,"I gave them for Christmas gifts... EVERONE THOUGHT THEY WERE PRICELESS... WITH A WONDERFUL MESSAGE AND IT IS BEAUTIFUL THAT IT WENT TO CHARITY!!!
"
Diane D.,tates on 7 May 2018,5,"Great story about standing up for what your believe is right. My future children will definitely be benefiting from this book. 10/10 would hop all day with Marlon Bundo again.
"
Mike M,tates on 31 May 2018,5,"I don’t even have a kid yet... but when I do, I’ll be prepared to fight for rights of self expression one child’s book at a time
"
Tony Gervasio,tates on 16 January 2019,5,"Why i liked this book. I liked this book because i believe in what it stands for. And the message it sends. And in my eyes, mind, and heart all people are equal.
"
Scruffy,une 2021,5,"How can you not give a five star review to a book so full of love and acceptance? That all the proceeds go to charity is just the icing on the cake.
"
Aidon M.,March 2018,1,"The stink bug tried to get me to put 1 star, citing he being in charge- but we held a vote and 'not the stink bug won' in a landslide.
"
Larissa,9 March 2018,5,"This was a nice quiet way of giving Mike Pence a shot to the stones. Quality book and an  underlying chuckle when you know the reasoning for the book.
"
C L Tingley,tates on 9 July 2018,5,"Very cute book- good message, beautiful illustrations. Got this for my mother for Easter, and she loved it so much she put it on her shelf of favorite books.
"
Rebecca,tates on 27 May 2018,5,"One of the proudest and happiest purchases I've made in a long time. Love the book, the cause, the characters, and you will too!
"
Nivedita Nair,tates on 21 July 2019,4,"Amazing book. Great for kids of all ages. Much better than that other book who was made by an awful family who hate diversity and love.
"
Kindle Customer,May 2018,5,"I wish I had ALL OF THE MONEY. If I did, I would BUY THIS BOOK over and over again for everyone I know. It is absolutely lovely.
"
S,tates on 7 May 2018,5,"Cutest book with a great message and it supports fantastic causes... I bought one for friends then decided to get 4 more copies to share with even more people. ❤
"
Amazon Customer,tates on 23 April 2018,5,"Much better than the original from Pence. Cute and teaches important kid friendly lessons about tolerance, love, and the importance of acceptance.
"
John Dos Santos,9 March 2018,5,"I cannot wait to have grandchildren to read this to them.  What an excellent book!  It is definitely a book that can be read to children of all ages.
"
Why would I want people to recognize me,tates on 29 May 2018,5,"I love this book! It’s a great story about love and respect of other differences. It’s cute and makes a great book to read to children about diversity and inclusion.
"
Miranda Brewer,tates on 4 May 2018,5,"I can’t emphasize enough how much I enjoyed reading this book. Beyond the important storyline about differences, it is an adorable and entertaining story.
"
Athena,une 2021,5,"I loved this book!  Funny story, Great humor.  Too bad my grandkids are grown up! I would have bought them a copy as well!
"
AntigoneRisen,March 2018,1,"Lovely book, gives a wonderful story on how easy it is to fight against bad ideas. Every child should read this and it would help immensely for our future.
"
Renee,tates on 10 May 2018,5,"It’s cute, it’s simple, it’s to the point. Different isn’t good or bad; it’s just different. It’s as simple as that. Thanks to all who wrote / illustrated / promoted this book!
"
Jennifer H.,November 2019,5,"A wonderful book.
"
KarenP,tates on 29 May 2018,5,"Not only do 100% of the profits of this book go to two amazing and worthy charities, but the message of this book is that of love, acceptance and empowerment.
"
Nivedita Nair,2 April 2019,5,"I ordered this book the day after it was released, and it took over a month to arrive due to back orders. It was still worth it.
"
Kindle Customer,April 2019,5,"LOVE IT.  John Oliver is a great gift to those of us stressed out by the current administration.  I really need humor in my life right now.
"
